"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"66","영화상영업","03_13_03_P","3410000","CDFF5211042011000001","20111227","","03","폐업","03","폐업","20140120","","","","257-8989","","","대구광역시 중구 남일동 65-1번지","대구광역시 중구 중앙대로 412 (남일동)","700060","주식회사 대원아카데미","20140121102315","I","2018-08-31 23:59:59.0","","343908.683407","264477.417036","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20111227","",
"67","영화상영업","03_13_03_P","3410000","CDFF5211042014000001","20140829","","03","폐업","03","폐업","20210311","","","","431-1571","","","대구광역시 중구 포정동 5","대구광역시 중구 경상감영길 137 (포정동)","700010","그레이스 실버 영화관","20210318094255","U","2021-03-20 02:40:00.0","","343969.87694","264746.212921","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20140829","",
"68","영화상영업","03_13_03_P","5110000","CDFF5211042018000001","20180711","","03","폐업","03","폐업","20200630","","","","054-533-7053","","","경상북도 상주시 복룡동 161-75","경상북도 상주시 삼백로 327-9 (복룡동)","37237","상주 작은영화관 사회적협동조합","20200728110456","U","2020-07-30 02:40:00.0","","305725.798744415","325029.75077909","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20180711","",
"69","영화상영업","03_13_03_P","5090000","CDFF5211042007000001","20070726","","03","폐업","03","폐업","20100827","","","","632-8786","","","경상북도 영주시 영주동 534-24번지 '영주시네마'","경상북도 영주시 중앙로 71  (영주동,'영주시네마')","","영주시네마","20100831100621","I","2018-08-31 23:59:59.0","","344801.518203857","370185.664407869","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20070726","",
"70","영화상영업","03_13_03_P","5090000","CDFF5211042009000001","20090512","","03","폐업","03","폐업","20111109","","","","634-8855","","","경상북도 영주시 영주동 377-18번지 '예당시네마'","경상북도 영주시 구성로350번길 24 (영주동)","750907","예당시네마","20111111152905","I","2018-08-31 23:59:59.0","","344845.783386769","370384.93370984","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20090512","",
"71","영화상영업","03_13_03_P","5090000","CDFF5211042010000001","20100826","","03","폐업","03","폐업","20110902","","","","632-8786","","","경상북도 영주시 영주동 534-24번지 외1필지(534-25)","경상북도 영주시 중앙로 71  (영주동,외1필지(534-25))","","영주시네마","20110902143928","I","2018-08-31 23:59:59.0","","344801.518203857","370185.664407869","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20100826","",
"72","영화상영업","03_13_03_P","5080000","CDFF5211042001000001","20010713","","03","폐업","03","폐업","","","","","","","","경상북도 구미시 원평동 353-4","경상북도 구미시 구미중앙로 126 (원평동)","730923","롯데시네마 구미점","20210201194857","U","2021-02-03 02:40:00.0","","320197.255298721","292611.657784228","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20010713","",
"73","영화상영업","03_13_03_P","5080000","CDFF5211042013000002","20131223","","03","폐업","03","폐업","20211222","","","","02-3470-3497","","","경상북도 구미시 공단동 253-2 박스인빌딩 4층일부, 5,6,7층","경상북도 구미시 산호대로 233 (공단동, 박스인빌딩 4층일부, 5,6,7층)","730904","롯데컬처웍스(주)롯데시네마구미공단","20211223091836","U","2021-12-25 02:40:00.0","","324642.517034595","290192.865946679","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20131223","",
"74","영화상영업","03_13_03_P","4640000","CDFF5211042010000021","20100713","","03","폐업","03","폐업","20120630","","","","","","","전라북도 전주시 완산구 태평동 38-2번지","전라북도 전주시 완산구 태평5길 41-14 (태평동)","","태평극장","20140430111748","I","2018-08-31 23:59:59.0","","212828.523482","258285.630015","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20100713","",
"75","영화상영업","03_13_03_P","4640000","CDFF5211042010000011","20100713","","03","폐업","03","폐업","20101118","","","","","","","전라북도 전주시 완산구 고사동 289-1번지","전라북도 전주시 완산구 전주객사3길 74-23 (고사동)","","아카데미엔터테인먼트(유)","20140430093909","I","2018-08-31 23:59:59.0","","212764.214005","257875.1634","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20100713","",
"76","영화상영업","03_13_03_P","4640000","CDFF5211042010000014","20100713","","03","폐업","03","폐업","20110909","","","","","","","전라북도 전주시 완산구 고사동 427-7번지","전라북도 전주시 완산구 전주객사3길 34 (고사동)","","씨네31(2관)","20140430094421","I","2018-08-31 23:59:59.0","","212822.7234","257622.692213","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20100713","",
"77","영화상영업","03_13_03_P","4640000","CDFF5211042009000001","20090323","","03","폐업","03","폐업","20140117","","","","","","","전라북도 전주시 덕진구 인후동1가 661-2번지","전라북도 전주시 덕진구 안덕원로 200 (인후동1가)","","만물상사","20140430092213","I","2018-08-31 23:59:59.0","","213407.306409","259471.486587","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20090323","",
"78","영화상영업","03_13_03_P","4580000","CDFF5211042002000002","20020223","","03","폐업","03","폐업","20190820","","","","","","","충청남도 서천군 마서면 도삼리 69-1번지","충청남도 서천군 마서면 장산로855번길 37","325813","로드시네마","20190822170330","U","2019-08-24 02:40:00.0","","175959.536642","280093.056951","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20020223","",
"79","영화상영업","03_13_03_P","4580000","CDFF5211042018000001","20161116","","03","폐업","03","폐업","20200122","","","","","","","충청남도 서천군 화양면 옥포리 459번지","충청남도 서천군 화양면 창봉길 64","33629","지역영상문화협동조합","20200122141112","U","2020-01-24 02:40:00.0","","179905.44416","282540.583716","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20161116","",
"80","영화상영업","03_13_03_P","4510000","CDFF5211042001000002","20010810","","03","폐업","03","폐업","20130716","","","","041-935-3587","","","충청남도 보령시 대천동 422-4번지","충청남도 보령시 중앙로 125 (대천동)","355012","(주)동보","20130717085351","I","2018-08-31 23:59:59.0","","163252.04389600000","317185.91122900000","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20010810","",
"81","영화상영업","03_13_03_P","4510000","CDFF5211042007000001","20071227","","03","폐업","03","폐업","20120710","","","","","","","충청남도 보령시 대천동 324-4번지","충청남도 보령시 대흥로 51  (대천동)","","(주)케이씨개발","20120710204555","I","2018-08-31 23:59:59.0","","163452.34504200000","316910.48790300000","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20071227","",
"82","영화상영업","03_13_03_P","4510000","CDFF5211042015000001","20150422","","03","폐업","03","폐업","20161219","","","","936-4503","","","충청남도 보령시 대천동 422-4번지","충청남도 보령시 중앙로 125 (대천동)","355931","명보시네마","20161221105452","I","2018-08-31 23:59:59.0","","163252.04389600000","317185.91122900000","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20150422","",
"83","영화상영업","03_13_03_P","3820000","CDFF5211042004000002","20040221","","03","폐업","03","폐업","20070904","","","","826-1600","","","경기도 의정부시 녹양동 산 80-1번지","","","시네파크","20100713164334","I","2018-08-31 23:59:59.0","","202337.810086667","472918.099164376","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20040221","",
"84","영화상영업","03_13_03_P","4060000","CDFF5211041999000001","19990715","","03","폐업","03","폐업","20081126","","","","031)952-2900","","","경기도 파주시 문산읍 문산리 17-41번지","","","문산극장","20110708142807","I","2018-08-31 23:59:59.0","","181191.838596806","484057.589614802","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19990715","",
"85","영화상영업","03_13_03_P","3070000","CDFF5211042008000001","20080822","","03","폐업","03","폐업","20210726","","","","925-9300","","","서울특별시 성북구 동선동1가 1-2 유타몰 11층","서울특별시 성북구 동소문로 106, 유타몰  11층 (동선동1가)","02845","하우스 노벨","20211203113508","U","2021-12-05 02:40:00.0","","201447.418693099","454477.103343093","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20080822","",
"86","영화상영업","03_13_03_P","3060000","CDFF5211042000000001","20000620","","03","폐업","03","폐업","20120509","","","","","","","서울특별시 중랑구 상봉동 92-2번지","서울특별시 중랑구 망우로 328 (상봉동)","131858","상봉시네마","20121126154615","I","2018-08-31 23:59:59.0","","207785.163886948","454948.667169479","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20000620","",
"87","영화상영업","03_13_03_P","3060000","CDFF5211042009000001","20090806","","03","폐업","03","폐업","20161212","","","","","","","서울특별시 중랑구 상봉동 130-3번지","서울특별시 중랑구 망우로30길 3 (상봉동)","131861","메가박스 주식회사","20161212141830","I","2018-08-31 23:59:59.0","","206526.002200022","454549.167447113","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20090806","",
"88","영화상영업","03_13_03_P","3290000","CDFF5211042019000001","20190620","","03","폐업","03","폐업","20210615","","","","","","","부산광역시 부산진구 부전동 227-2 서면피에스타","부산광역시 부산진구 중앙대로 672, 서면피에스타 11층 (부전동)","47296","주식회사 에스제이","20210615175016","U","2021-06-17 02:40:00.0","","387608.014165034","185703.079007724","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20190620","",
"89","영화상영업","03_13_03_P","3600000","CDFF5211042010000002","20100120","","03","폐업","03","폐업","20170925","","","","","","","광주광역시 서구 치평동 1187번지","광주광역시 서구 치평로 124, 618호 (치평동, 정연오피스텔)","502827","무등영상","20170925171251","I","2018-08-31 23:59:59.0","","186056.743324","184361.94716","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20100120","",
"90","영화상영업","03_13_03_P","3520000","CDFF5211042012000001","20120917","","03","폐업","03","폐업","20180123","","","","032-456-4040","","","인천광역시 연수구 동춘동 926번지","인천광역시 연수구 청능대로 210 (동춘동)","406140","CGV 인천연수","20180123151614","I","2018-08-31 23:59:59.0","","171926.076708191","433811.136423145","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20120917","",
